,place,year,month,day,2m_temperature,10m_wind_speed,total_precipitation,2m_dewpoint_temperature,surface_pressure,cape,thunderstorm
45,Kolkata,2021,5,8,38.0,24.6,0.0,20.04583333333333,1006.8416666666668,1112.0833333333333,1
46,Kolkata,2021,5,9,38.9,30.8,0.6,20.979166666666668,1005.3166666666666,1456.6666666666667,1
47,Kolkata,2021,5,10,39.6,30.2,4.0,21.683333333333334,1004.0916666666668,1863.3333333333333,1
48,Kolkata,2021,5,11,38.1,43.2,3.3,21.8875,1003.5958333333332,1778.75,1
49,Kolkata,2021,5,12,38.0,29.5,1.0,19.73333333333333,1002.7333333333332,593.3333333333334,1
50,Kolkata,2021,5,13,36.5,32.3,34.4,22.041666666666668,1002.4625,1154.5833333333333,1
51,Kolkata,2021,5,14,36.4,20.7,1.7,22.504166666666663,1001.7458333333334,1170.0,1
52,Kolkata,2021,5,15,38.8,29.8,3.5,23.77083333333333,1003.1,2333.333333333333,1
53,Kolkata,2021,5,16,40.1,28.4,0.0,22.995833333333334,1004.075,1736.6666666666667,1
54,Kolkata,2021,5,17,40.2,23.4,0.0,22.258333333333336,1003.925,1370.4166666666667,1
55,Kolkata,2021,5,18,41.4,28.8,0.0,22.78333333333333,1002.8291666666668,1678.75,1
56,Kolkata,2021,5,19,41.1,28.3,0.0,23.304166666666664,1002.4583333333334,1994.5833333333333,1
57,Kolkata,2021,5,20,39.0,28.1,0.1,22.775,1002.7,1620.0,1
58,Kolkata,2021,5,21,39.6,26.4,0.2,22.558333333333334,1002.5375,1402.0833333333333,1
59,Kolkata,2021,5,22,37.4,18.3,0.5,22.28333333333333,1001.175,1124.1666666666667,1
60,Kolkata,2021,5,23,38.8,13.8,0.0,21.566666666666663,1000.3875,808.75,1
61,Kolkata,2021,5,24,38.7,28.0,4.3,22.308333333333334,999.5875,611.25,1
62,Kolkata,2021,5,25,33.2,42.6,9.2,22.804166666666664,995.8458333333332,208.75,1
63,Kolkata,2021,5,26,30.1,43.3,22.3,23.375,991.475,172.5,1
64,Kolkata,2021,5,27,32.0,36.9,16.4,24.65,997.1333333333332,1035.4166666666667,1
65,Kolkata,2021,5,28,34.7,27.9,2.8,24.54583333333333,1002.725,1458.75,1
66,Kolkata,2021,5,29,36.5,25.2,0.0,23.383333333333336,1003.5958333333332,1105.4166666666667,1
67,Kolkata,2021,5,30,36.9,27.4,12.6,24.7,1002.0625,2174.1666666666665,1
68,Kolkata,2021,5,31,35.9,30.6,9.0,25.504166666666663,1000.0708333333332,2705.0,1
69,Kolkata,2021,6,1,37.9,27.3,0.1,25.4,1001.3666666666668,2753.333333333333,0
70,Kolkata,2021,6,2,37.4,22.7,0.0,24.53333333333333,1002.8041666666668,2261.6666666666665,0
71,Kolkata,2021,6,3,37.8,21.6,0.0,23.491666666666664,1003.8958333333334,1454.1666666666667,0
72,Kolkata,2021,6,4,38.9,25.9,0.0,23.65416666666667,1003.6583333333332,1818.3333333333333,0
73,Kolkata,2021,6,5,41.1,28.1,1.8,23.35,1002.5666666666666,2028.3333333333333,0
74,Kolkata,2021,6,6,41.0,28.8,0.1,23.241666666666664,1001.95,1890.0,0
75,Kolkata,2021,6,7,41.2,35.5,0.9,22.35833333333333,1000.5291666666668,1339.1666666666667,0
76,Kolkata,2021,6,8,38.5,30.0,0.3,23.7,999.4583333333334,1845.0,0
77,Kolkata,2021,6,9,35.8,25.7,0.9,23.5375,998.9875,1084.5833333333333,0
78,Kolkata,2021,6,10,29.7,12.3,8.6,24.10833333333333,997.725,724.5833333333334,0
79,Kolkata,2021,6,11,32.5,12.8,11.9,23.829166666666666,995.8333333333334,455.4166666666667,0
80,Kolkata,2021,6,12,34.4,14.9,23.6,24.39583333333333,996.0708333333332,772.5,0
81,Kolkata,2021,6,13,34.3,18.9,18.0,25.04583333333333,996.0458333333332,1190.8333333333333,0
82,Kolkata,2021,6,14,33.0,20.5,7.3,24.8375,994.7375,1089.1666666666667,0
83,Kolkata,2021,6,15,30.8,17.8,31.7,24.73333333333333,994.8791666666666,659.1666666666666,0
84,Kolkata,2021,6,16,27.8,16.7,15.4,23.695833333333336,996.8,161.66666666666666,0
85,Kolkata,2021,6,17,28.1,14.0,8.3,23.53333333333333,998.0541666666668,77.91666666666667,0
86,Kolkata,2021,6,18,28.9,15.0,11.1,23.3375,1000.2291666666666,170.0,0
87,Kolkata,2021,6,19,32.1,24.6,12.6,23.3125,1001.3833333333332,322.5,0
88,Kolkata,2021,6,20,31.2,17.8,18.6,23.579166666666666,1001.3291666666668,352.0833333333333,0
89,Kolkata,2021,6,21,33.7,13.2,3.4,23.7,1000.9916666666668,597.0833333333334,0
90,Kolkata,2021,6,22,33.1,14.4,2.6,23.9625,1000.9458333333332,793.75,0
91,Kolkata,2021,6,23,33.2,25.6,2.8,23.71666666666667,1001.7625,600.0,0
92,Kolkata,2021,6,24,33.1,22.3,4.1,24.15833333333333,1000.6541666666668,1027.5,0
93,Kolkata,2021,6,25,33.7,19.3,5.2,24.195833333333336,999.1083333333332,1035.8333333333333,0
94,Kolkata,2021,6,26,34.3,22.1,1.2,23.9875,1001.0416666666666,1014.1666666666666,0
95,Kolkata,2021,6,27,33.5,23.7,2.4,24.53333333333333,1003.9,1406.6666666666667,0
96,Kolkata,2021,6,28,35.2,26.9,1.0,24.27916666666667,1003.4375,1357.9166666666667,0
97,Kolkata,2021,6,29,35.8,25.1,7.6,24.5625,1001.2416666666668,1557.0833333333333,0
98,Kolkata,2021,6,30,37.4,26.8,9.8,24.620833333333334,999.275,1510.0,0
99,Kolkata,2021,7,1,33.3,30.1,1.8,24.77083333333333,998.6041666666666,1463.75,0
100,Kolkata,2021,7,2,37.2,22.6,5.2,24.175,999.6375,1176.6666666666667,0
101,Kolkata,2021,7,3,36.2,14.0,7.0,24.40416666666667,1000.4416666666666,1272.0833333333333,0
102,Kolkata,2021,7,4,33.5,15.6,3.2,24.54583333333333,1001.3958333333334,1093.75,0
103,Kolkata,2021,7,5,34.9,15.6,0.1,24.21666666666667,1001.125,1192.0833333333333,0
104,Kolkata,2021,7,6,35.1,18.1,0.6,24.25,999.9083333333332,1372.9166666666667,0
105,Kolkata,2021,7,7,31.8,22.7,6.0,24.925,1000.0541666666668,1133.75,0
106,Kolkata,2021,7,8,33.4,13.2,13.6,24.516666666666666,999.9416666666666,674.1666666666666,0
107,Kolkata,2021,7,9,34.5,19.6,0.1,24.27083333333333,999.2625,833.75,0
108,Kolkata,2021,7,10,34.9,16.3,2.1,24.258333333333336,999.6375,951.25,0
109,Kolkata,2021,7,11,33.8,19.5,1.3,24.354166666666668,1001.5291666666668,1105.8333333333333,0
110,Kolkata,2021,7,12,33.7,23.0,4.4,24.175,1002.55,1030.0,0
111,Kolkata,2021,7,13,33.2,23.0,6.5,24.179166666666664,1002.0916666666668,940.8333333333334,0
112,Kolkata,2021,7,14,33.6,22.9,0.8,24.0625,1002.5583333333334,1148.75,0
113,Kolkata,2021,7,15,35.2,18.4,2.0,23.641666666666666,1003.3833333333332,1008.75,0
114,Kolkata,2021,7,16,34.4,19.1,5.2,24.17083333333333,1004.6,1205.4166666666667,0
115,Kolkata,2021,7,17,34.5,19.4,0.8,24.525,1002.9791666666666,1285.8333333333333,0
116,Kolkata,2021,7,18,36.1,24.1,7.2,24.03333333333333,1000.6875,1066.25,0
117,Kolkata,2021,7,19,34.8,18.2,3.7,24.4875,999.0875,1446.25,0
118,Kolkata,2021,7,20,30.0,15.6,1.9,24.4625,998.7625,695.4166666666666,0
119,Kolkata,2021,7,21,33.9,14.6,0.9,24.17083333333333,996.0375,625.8333333333334,0
120,Kolkata,2021,7,22,33.8,29.3,0.2,24.59583333333333,994.0416666666666,1224.5833333333333,0
121,Kolkata,2021,7,23,31.3,25.9,15.0,25.1,993.2,1050.4166666666667,0
122,Kolkata,2021,7,24,31.3,18.0,4.8,25.28333333333333,996.8458333333332,1212.0833333333333,0
123,Kolkata,2021,7,25,34.3,13.2,6.4,24.875,997.9208333333332,1210.0,0
124,Kolkata,2021,7,26,35.3,18.2,1.2,23.866666666666664,996.4375,705.0,0
125,Kolkata,2021,7,27,34.7,23.5,61.1,24.15833333333333,994.5666666666666,595.8333333333334,0
126,Kolkata,2021,7,28,30.2,21.6,48.9,25.125,993.1041666666666,632.5,0
127,Kolkata,2021,7,29,27.8,38.0,103.2,24.745833333333334,992.0333333333332,264.5833333333333,0
128,Kolkata,2021,7,30,30.2,30.6,15.5,24.53333333333333,996.3083333333334,244.16666666666663,0
129,Kolkata,2021,7,31,32.3,20.8,12.6,24.554166666666664,998.9041666666668,657.9166666666666,0
130,Kolkata,2021,8,1,32.4,15.8,15.4,24.683333333333334,998.4333333333334,932.5,0
131,Kolkata,2021,8,2,33.9,12.8,4.3,24.21666666666667,998.9125,690.8333333333334,0
132,Kolkata,2021,8,3,34.4,17.6,1.3,24.129166666666663,999.3875,886.6666666666666,0
133,Kolkata,2021,8,4,31.7,20.0,15.5,24.8125,999.6791666666668,857.0833333333334,0
134,Kolkata,2021,8,5,34.2,12.4,6.6,24.3375,998.4041666666668,1162.9166666666667,0
135,Kolkata,2021,8,6,34.7,17.6,10.2,24.48333333333333,998.375,1272.0833333333333,0
136,Kolkata,2021,8,7,33.3,16.7,13.0,25.120833333333334,1000.4666666666668,1407.5,0
137,Kolkata,2021,8,8,33.1,16.7,8.3,24.8125,1002.9291666666668,1025.0,0
138,Kolkata,2021,8,9,34.8,19.8,6.0,24.525,1002.8291666666668,1046.25,0
139,Kolkata,2021,8,10,35.0,21.6,14.4,24.78333333333333,1000.15,1291.25,0
140,Kolkata,2021,8,11,36.0,20.2,1.0,25.0,999.9416666666666,1370.8333333333333,0
141,Kolkata,2021,8,12,35.6,24.9,0.0,24.9375,1001.775,1333.3333333333333,0
142,Kolkata,2021,8,13,34.8,18.0,0.1,24.516666666666666,1001.1583333333332,963.75,0
143,Kolkata,2021,8,14,34.9,16.3,5.6,24.683333333333334,999.7458333333334,1153.3333333333333,0
144,Kolkata,2021,8,15,35.0,22.0,2.1,24.725,1000.4666666666668,1174.5833333333333,0
145,Kolkata,2021,8,16,33.6,23.3,2.3,24.85833333333333,1002.6541666666668,1142.5,0
146,Kolkata,2021,8,17,28.9,18.7,36.4,24.975,1002.8791666666666,739.1666666666666,0
147,Kolkata,2021,8,18,27.6,19.1,31.7,24.79583333333333,1001.5791666666668,645.0,0
148,Kolkata,2021,8,19,27.5,19.6,28.6,24.704166666666666,1002.2708333333334,862.9166666666666,0
149,Kolkata,2021,8,20,27.8,15.9,6.4,24.45,1004.9083333333332,704.1666666666666,0
150,Kolkata,2021,8,21,32.3,18.6,3.5,24.46666666666667,1006.2666666666668,1117.0833333333333,0
151,Kolkata,2021,8,22,34.7,22.9,0.8,24.02916666666667,1005.025,1192.9166666666667,0
152,Kolkata,2021,8,23,34.6,19.7,2.2,24.34166666666667,1003.25,1315.0,0
153,Kolkata,2021,8,24,36.2,17.1,1.3,24.0625,1001.8833333333332,1149.5833333333333,0
154,Kolkata,2021,8,25,34.8,16.1,3.4,24.45,999.6,1272.9166666666667,0
155,Kolkata,2021,8,26,30.9,18.1,16.0,24.875,999.4666666666668,760.4166666666666,0
156,Kolkata,2021,8,27,32.7,11.5,9.9,24.6125,1000.9125,715.8333333333334,0
157,Kolkata,2021,8,28,32.2,21.9,2.1,24.775,1000.6,1225.4166666666667,0
158,Kolkata,2021,8,29,32.7,21.7,6.3,24.85,1001.1916666666666,1296.6666666666667,0
159,Kolkata,2021,8,30,33.3,19.5,3.8,24.42083333333333,1004.0708333333332,1218.75,0
160,Kolkata,2021,8,31,33.4,14.6,5.5,24.391666666666666,1006.0166666666668,1405.4166666666667,0
161,Kolkata,2021,9,1,34.3,14.4,2.1,24.33333333333333,1005.7583333333332,1549.5833333333333,0
162,Kolkata,2021,9,2,33.2,13.4,0.8,24.0875,1004.3208333333332,1238.3333333333333,0
163,Kolkata,2021,9,3,33.8,14.8,3.3,24.008333333333336,1002.4583333333334,1376.6666666666667,0
164,Kolkata,2021,9,4,35.1,13.8,0.8,23.8125,1001.2,1224.1666666666667,0
165,Kolkata,2021,9,5,35.6,19.2,4.9,24.183333333333334,1000.975,1208.75,0
166,Kolkata,2021,9,6,31.7,30.4,4.5,24.90833333333333,1001.8208333333332,1369.5833333333333,0
167,Kolkata,2021,9,7,32.8,28.0,8.4,24.554166666666664,1004.725,1136.6666666666667,0
168,Kolkata,2021,9,8,29.8,18.7,7.4,24.0875,1004.6583333333332,723.75,0
169,Kolkata,2021,9,9,32.6,13.7,0.0,23.65,1003.1625,869.5833333333334,0
170,Kolkata,2021,9,10,34.5,16.8,6.9,24.041666666666668,1001.8666666666668,1225.4166666666667,0
171,Kolkata,2021,9,11,31.9,28.1,4.4,24.316666666666663,1001.1458333333334,897.0833333333334,0
172,Kolkata,2021,9,12,31.5,29.6,8.9,24.979166666666668,997.8458333333332,1275.0,0
173,Kolkata,2021,9,13,27.9,28.5,22.1,25.02083333333333,998.2,988.3333333333334,0
174,Kolkata,2021,9,14,27.2,25.5,91.9,24.745833333333334,1001.9083333333332,486.6666666666667,0
175,Kolkata,2021,9,15,27.6,17.4,17.8,24.829166666666666,1004.525,815.8333333333334,0
176,Kolkata,2021,9,16,32.7,12.9,25.1,24.97083333333333,1003.0458333333332,1352.0833333333333,0
177,Kolkata,2021,9,17,32.7,12.7,15.3,24.6,1002.4625,1034.5833333333333,0
178,Kolkata,2021,9,18,31.0,14.9,18.2,24.34583333333333,1004.1458333333334,535.8333333333334,0
179,Kolkata,2021,9,19,30.0,11.5,4.5,24.23333333333333,1005.6583333333332,460.8333333333333,0
180,Kolkata,2021,9,20,29.0,10.5,17.8,24.08333333333333,1004.275,469.5833333333333,0
181,Kolkata,2021,9,21,25.3,22.2,81.7,23.6375,1002.7333333333332,181.25,0
182,Kolkata,2021,9,22,28.6,22.4,7.1,24.129166666666663,1002.7916666666666,640.4166666666666,0
183,Kolkata,2021,9,23,31.1,13.8,15.2,24.58333333333333,1004.525,1253.75,0
184,Kolkata,2021,9,24,33.7,10.9,0.0,23.625,1005.0375,985.4166666666666,0
185,Kolkata,2021,9,25,32.9,13.3,5.2,24.17083333333333,1003.3166666666666,1248.3333333333333,0
186,Kolkata,2021,9,26,33.2,22.6,0.9,24.104166666666668,1002.4958333333334,1204.1666666666667,0
187,Kolkata,2021,9,27,33.6,16.4,1.2,23.854166666666668,1003.2875,1082.9166666666667,0
188,Kolkata,2021,9,28,30.3,38.0,17.2,23.754166666666663,1003.2416666666668,413.3333333333333,0
189,Kolkata,2021,9,29,25.7,41.9,59.9,23.6625,1005.3583333333332,273.3333333333333,0
190,Kolkata,2021,9,30,30.1,14.0,17.9,24.366666666666664,1007.1833333333334,1049.1666666666667,0
191,Kolkata,2021,10,1,32.4,14.9,0.6,24.2375,1007.025,1281.6666666666667,0
192,Kolkata,2021,10,2,33.3,18.9,3.0,24.195833333333336,1006.4375,1445.0,0
193,Kolkata,2021,10,3,33.2,17.8,8.2,24.433333333333334,1004.7791666666668,1517.9166666666667,0
194,Kolkata,2021,10,4,34.3,14.3,3.2,24.23333333333333,1004.4291666666668,1311.25,0
195,Kolkata,2021,10,5,33.0,11.9,10.2,23.83333333333333,1005.9333333333334,1035.0,0
196,Kolkata,2021,10,6,32.9,11.2,3.8,23.7,1005.1375,925.8333333333334,0
197,Kolkata,2021,10,7,34.3,11.0,0.1,23.22083333333333,1003.8,907.9166666666666,0
198,Kolkata,2021,10,8,34.7,8.8,1.0,23.104166666666668,1002.9041666666668,947.0833333333334,0
199,Kolkata,2021,10,9,34.7,6.6,0.0,22.72083333333333,1003.2375,738.75,0
200,Kolkata,2021,10,10,34.1,9.9,4.6,22.995833333333334,1003.8291666666668,737.5,0
201,Kolkata,2021,10,11,34.0,12.1,3.3,23.21666666666667,1003.1125,764.1666666666666,0
202,Kolkata,2021,10,12,35.0,14.0,0.0,21.6125,1002.5208333333334,234.5833333333333,0
203,Kolkata,2021,10,13,34.6,14.9,0.0,22.383333333333336,1002.125,372.9166666666667,0
204,Kolkata,2021,10,14,33.9,10.0,7.5,24.3875,1002.1791666666668,1357.9166666666667,0
205,Kolkata,2021,10,15,35.2,8.4,5.2,24.508333333333336,1000.9833333333332,1670.4166666666667,0
206,Kolkata,2021,10,16,33.6,17.0,9.0,24.125,1002.4583333333334,1132.0833333333333,0
207,Kolkata,2021,10,17,30.3,23.0,10.3,24.245833333333334,1003.7583333333332,823.3333333333334,0
208,Kolkata,2021,10,18,25.8,27.1,78.9,24.120833333333334,1004.0083333333332,328.3333333333333,0
209,Kolkata,2021,10,19,25.9,19.4,23.5,24.241666666666664,1007.5708333333332,645.4166666666666,0
210,Kolkata,2021,10,20,31.5,16.5,13.6,24.379166666666663,1008.4041666666668,1303.3333333333333,0
211,Kolkata,2021,10,21,31.9,14.1,0.0,20.40833333333333,1008.6708333333332,58.333333333333336,0
212,Kolkata,2021,10,22,32.7,13.0,0.0,18.766666666666666,1009.4291666666668,60.0,0
213,Kolkata,2021,10,23,31.8,12.6,0.0,17.204166666666666,1010.85,2.9166666666666665,0
214,Kolkata,2021,10,24,31.2,10.8,0.0,19.266666666666666,1011.2291666666666,32.083333333333336,0
215,Kolkata,2021,10,25,31.7,9.8,0.3,19.9125,1009.8625,97.5,0
216,Kolkata,2021,10,26,31.3,10.2,0.0,19.604166666666668,1009.4166666666666,47.91666666666666,0
217,Kolkata,2021,10,27,31.0,18.6,0.2,19.820833333333333,1010.2375,43.333333333333336,0
218,Kolkata,2021,10,28,30.5,15.1,0.0,19.10833333333333,1010.9333333333334,1.6666666666666667,0
219,Kolkata,2021,10,29,31.6,19.5,0.0,17.470833333333335,1012.0458333333332,0.0,0
220,Kolkata,2021,10,30,31.4,17.7,0.0,18.02083333333333,1012.2833333333332,3.333333333333333,0
221,Kolkata,2021,10,31,30.6,12.3,0.0,15.083333333333334,1012.1208333333334,0.0,0
222,Kolkata,2021,11,1,31.0,12.3,0.0,15.25,1012.2291666666666,0.8333333333333334,0
223,Kolkata,2021,11,2,30.4,14.8,0.0,14.85,1012.5958333333332,0.0,0
224,Kolkata,2021,11,3,30.2,15.9,0.0,14.933333333333332,1011.7375,0.0,0
225,Kolkata,2021,11,4,30.2,12.6,0.0,14.9375,1011.4333333333334,0.0,0
226,Kolkata,2021,11,5,29.6,15.7,0.0,12.1875,1010.7333333333332,0.0,0
227,Kolkata,2021,11,6,29.3,16.3,0.0,12.125,1009.2208333333332,0.0,0
228,Kolkata,2021,11,7,29.3,12.8,0.0,11.7625,1009.3,0.0,0
229,Kolkata,2021,11,8,29.6,13.9,0.0,12.845833333333331,1010.0791666666668,0.0,0
230,Kolkata,2021,11,9,30.0,11.9,0.0,13.895833333333334,1010.7958333333332,0.0,0
231,Kolkata,2021,11,10,30.6,12.0,0.0,13.595833333333331,1010.3666666666668,0.0,0
232,Kolkata,2021,11,11,30.7,12.8,0.0,13.754166666666668,1009.8166666666666,0.0,0
233,Kolkata,2021,11,12,30.7,12.1,0.0,15.495833333333332,1010.375,0.0,0
234,Kolkata,2021,11,13,25.2,11.9,1.6,17.5,1011.0958333333332,0.0,0
235,Kolkata,2021,11,14,26.0,16.0,1.4,17.491666666666667,1010.7375,0.0,0
236,Kolkata,2021,11,15,24.2,11.2,0.6,18.254166666666663,1009.45,0.0,0
237,Kolkata,2021,11,16,29.6,13.8,0.0,15.879166666666668,1009.8333333333334,0.0,0
238,Kolkata,2021,11,17,29.5,15.3,0.0,12.295833333333334,1011.5458333333332,0.0,0
239,Kolkata,2021,11,18,29.5,12.7,0.0,10.908333333333331,1010.3791666666666,0.0,0
240,Kolkata,2021,11,19,30.3,11.6,0.0,11.691666666666668,1008.4708333333332,0.0,0
241,Kolkata,2021,11,20,31.0,10.1,0.0,14.041666666666666,1008.45,0.0,0
242,Kolkata,2021,11,21,31.3,10.1,0.0,15.8375,1009.325,0.0,0
243,Kolkata,2021,11,22,31.8,10.4,0.0,13.0125,1009.5125,0.0,0
244,Kolkata,2021,11,23,32.0,12.4,0.0,14.7875,1009.4875,7.916666666666667,0
245,Kolkata,2021,11,24,30.7,13.1,0.0,12.625,1011.1208333333334,0.0,0
246,Kolkata,2021,11,25,30.1,12.0,0.0,11.495833333333332,1011.4208333333332,0.0,0
247,Kolkata,2021,11,26,29.4,12.3,0.0,11.504166666666668,1011.9958333333334,0.0,0
248,Kolkata,2021,11,27,28.7,16.1,0.0,8.654166666666667,1013.1666666666666,0.0,0
249,Kolkata,2021,11,28,28.0,14.6,0.0,11.370833333333332,1013.5208333333334,0.0,0
250,Kolkata,2021,11,29,28.2,16.0,0.0,10.183333333333334,1013.4708333333332,0.0,0
251,Kolkata,2021,11,30,28.6,16.6,0.0,10.170833333333333,1012.9708333333332,0.0,0
252,Kolkata,2021,12,1,29.4,15.9,0.0,10.379166666666666,1012.5,0.0,0
253,Kolkata,2021,12,2,29.9,10.7,0.0,10.875,1012.1916666666666,0.0,0
254,Kolkata,2021,12,3,29.7,11.3,0.0,11.9,1012.9916666666668,0.0,0
255,Kolkata,2021,12,4,24.5,19.1,19.3,15.458333333333334,1013.3208333333332,0.0,0
256,Kolkata,2021,12,5,21.4,18.2,50.5,18.9,1012.6916666666666,1.6666666666666667,0
257,Kolkata,2021,12,6,21.7,20.9,29.2,20.26666666666667,1010.675,4.583333333333333,0
258,Kolkata,2021,12,7,27.7,16.6,0.0,19.17083333333333,1012.1958333333332,3.333333333333333,0
259,Kolkata,2021,12,8,28.6,16.7,0.0,16.745833333333334,1013.9875,0.0,0
260,Kolkata,2021,12,9,28.5,13.0,0.0,15.295833333333334,1015.675,0.0,0
261,Kolkata,2021,12,10,28.7,11.9,0.0,13.970833333333331,1015.3166666666666,0.0,0
262,Kolkata,2021,12,11,28.1,14.4,0.0,13.883333333333333,1015.4666666666668,18.33333333333333,0
263,Kolkata,2021,12,12,27.1,14.9,0.0,10.066666666666666,1016.0125,0.0,0
264,Kolkata,2021,12,13,25.7,14.9,0.0,6.2375,1015.1666666666666,0.0,0
265,Kolkata,2021,12,14,25.4,15.0,0.0,6.145833333333333,1014.3208333333332,0.0,0
266,Kolkata,2021,12,15,25.3,14.5,0.0,5.433333333333334,1014.0833333333334,0.0,0
267,Kolkata,2021,12,16,26.1,15.9,0.0,5.45,1014.575,0.0,0
268,Kolkata,2021,12,17,25.8,15.5,0.0,4.345833333333333,1014.2875,0.0,0
269,Kolkata,2021,12,18,26.4,18.9,0.0,6.6125,1013.8416666666668,0.0,0
270,Kolkata,2021,12,19,24.2,18.4,0.0,3.858333333333333,1015.3,0.0,0
271,Kolkata,2021,12,20,23.3,15.7,0.0,-0.2625,1015.5083333333332,0.0,0
272,Kolkata,2021,12,21,23.8,13.4,0.0,3.025,1013.9791666666666,0.0,0
273,Kolkata,2021,12,22,25.0,13.2,0.0,6.520833333333333,1012.5416666666666,0.0,0
274,Kolkata,2021,12,23,25.1,10.1,0.0,6.875,1012.5041666666666,0.0,0
