Date,Location,Rainfall_mm,Temperature_C,Humidity_percent,Rainfall_3day_cum,Flood_Occurred
2005-05-25,"Kuttanad, Alappuzha, Kerala",49.45744506530089,26.672854448919978,62.52806690306976,94.14524648937949,0
2005-05-26,"Kuttanad, Alappuzha, Kerala",56.077530516729595,32.57488047432285,61.81907515910484,114.90033689623893,0
2005-05-27,"Kuttanad, Alappuzha, Kerala",56.4993781725197,26.678701712681537,62.0337195160475,162.03435375455015,0
2005-05-28,"Kuttanad, Alappuzha, Kerala",78.93116628009403,28.965137176535126,69.356769893903,191.50807496934328,0
2005-05-29,"Kuttanad, Alappuzha, Kerala",65.0239653806002,33.888008510582964,83.68121443459647,200.45450983321388,0
2005-05-30,"Kuttanad, Alappuzha, Kerala",60.27025482071533,26.66800573358935,69.40648963827289,204.22538648140952,0
2005-05-31,"Kuttanad, Alappuzha, Kerala",62.17175327419494,29.39377607397581,73.96010624339513,187.46597347551045,0
2005-06-01,"Kuttanad, Alappuzha, Kerala",230.33442086989456,26.955750625745154,77.22394964612303,352.77642896480484,0
2005-06-02,"Kuttanad, Alappuzha, Kerala",42.384265401158004,24.337819654091025,84.37321283988253,334.8904395452475,0
2005-06-03,"Kuttanad, Alappuzha, Kerala",64.95176241629511,27.895261812696383,77.3505249355421,337.6704486873477,0
2005-06-04,"Kuttanad, Alappuzha, Kerala",196.6694246457389,29.77303529084725,86.6673753019432,304.005452463192,1
2005-06-05,"Kuttanad, Alappuzha, Kerala",118.72282169997786,29.21159476913676,80.71424172563721,380.34400876201187,0
2005-06-06,"Kuttanad, Alappuzha, Kerala",86.95512608908506,24.0729268481389,94.26445078881223,402.3473724348018,0
2005-06-07,"Kuttanad, Alappuzha, Kerala",243.67455360860419,29.346858682188426,75.86319823901152,449.3525013976671,0
2005-06-08,"Kuttanad, Alappuzha, Kerala",150.81723290812297,24.442779388412394,94.85929592238601,481.44691260581214,1
2005-06-09,"Kuttanad, Alappuzha, Kerala",156.30939972427737,27.138587065020893,94.38605071238197,550.8011862410045,1
2005-06-10,"Kuttanad, Alappuzha, Kerala",172.17371400840514,26.727246388606638,88.91497377969235,479.3003466408055,1
2005-06-11,"Kuttanad, Alappuzha, Kerala",171.78719681765332,29.406948062945933,86.686286238462,500.27031055033586,1
2005-06-12,"Kuttanad, Alappuzha, Kerala",49.54373987170615,29.70246890445935,80.6192637918446,393.50465069776465,0
2005-06-13,"Kuttanad, Alappuzha, Kerala",226.95539461709242,27.72079558680922,84.11313505571425,448.28633130645187,1
2005-06-14,"Kuttanad, Alappuzha, Kerala",98.25004842603786,26.782190429639893,78.76242319447523,374.7491829148364,0
2005-06-15,"Kuttanad, Alappuzha, Kerala",114.20396788547109,24.466407821789907,86.67312223701744,439.40941092860135,0
2005-06-16,"Kuttanad, Alappuzha, Kerala",244.62290960989498,28.18897028411847,94.72421488959206,457.0769259214039,1
2005-06-17,"Kuttanad, Alappuzha, Kerala",152.58023693226528,28.88277011824169,81.19055232572656,511.4071144276313,1
2005-06-18,"Kuttanad, Alappuzha, Kerala",183.79354623631465,29.465563106963053,78.25233878689782,580.9966927784749,0
2005-06-19,"Kuttanad, Alappuzha, Kerala",212.73282101386548,28.35431705033016,93.99599826583848,549.1066041824454,1
2005-06-20,"Kuttanad, Alappuzha, Kerala",168.81719114651588,29.59637090012408,83.36486072581238,565.343558396696,1
2005-06-21,"Kuttanad, Alappuzha, Kerala",221.87341679508575,24.158201846983513,75.90437340212378,603.4234289554671,0
2005-06-22,"Kuttanad, Alappuzha, Kerala",119.05730704439041,29.92365677588967,91.21106661563665,509.74791498599205,0
2005-06-23,"Kuttanad, Alappuzha, Kerala",71.58754713174092,26.28534513978613,86.8826143070427,412.51827097121713,0
2005-06-24,"Kuttanad, Alappuzha, Kerala",243.68202354106668,29.02997222826683,91.84237846271418,434.32687771719804,1
2005-06-25,"Kuttanad, Alappuzha, Kerala",138.42556355694376,25.640442431584237,83.2963900467533,453.6951342297514,1
2005-06-26,"Kuttanad, Alappuzha, Kerala",51.83885429669469,28.877406054780465,92.29444752510106,433.9464413947051,0
2005-06-27,"Kuttanad, Alappuzha, Kerala",249.94071139008742,27.332590233615765,94.93273674147811,440.2051292437259,1
2005-06-28,"Kuttanad, Alappuzha, Kerala",201.4873571879072,29.097884344064468,93.89531459764856,503.26692287468927,1
2005-06-29,"Kuttanad, Alappuzha, Kerala",91.94310136607152,24.77495649090897,84.01088270620187,543.3711699440661,0
2005-06-30,"Kuttanad, Alappuzha, Kerala",240.3507157243317,25.371856833020775,87.1234926890176,533.7811742783103,1
2005-07-01,"Kuttanad, Alappuzha, Kerala",181.0571437252299,26.148976308197042,87.36256480915792,513.3509608156331,1
2005-07-02,"Kuttanad, Alappuzha, Kerala",63.847094361922096,27.12184620542276,88.43146391185599,485.2549538114837,0
2005-07-03,"Kuttanad, Alappuzha, Kerala",202.18686226448426,29.11308900191124,85.40327002223987,447.0911003516362,1
2005-07-04,"Kuttanad, Alappuzha, Kerala",155.90043614264198,29.25992161595007,86.21875943070772,421.93439276904826,1
2005-07-05,"Kuttanad, Alappuzha, Kerala",124.73140190460337,24.172696057880035,77.68030456901282,482.8187003117296,0
2005-07-06,"Kuttanad, Alappuzha, Kerala",198.57882369146,28.22447860859534,87.4061910270693,479.2106617387053,1
2005-07-07,"Kuttanad, Alappuzha, Kerala",84.72247391687125,24.08726799400729,77.7274295117354,408.0326995129346,0
2005-07-08,"Kuttanad, Alappuzha, Kerala",113.62338734938537,26.353464270598394,86.79835373709267,396.9246849577166,0
2005-07-09,"Kuttanad, Alappuzha, Kerala",131.8697336249831,26.0895328021398,93.08317388987497,330.2155948912397,1
2005-07-10,"Kuttanad, Alappuzha, Kerala",147.93779272356028,26.379256693927623,90.67306025482286,393.4309136979287,1
2005-07-11,"Kuttanad, Alappuzha, Kerala",170.63820704785343,29.697123741945852,92.2472741749349,450.44573339639675,1
2005-07-12,"Kuttanad, Alappuzha, Kerala",70.88543099509796,26.95269775847723,93.53175250322988,389.4614307665116,0
2005-07-13,"Kuttanad, Alappuzha, Kerala",94.23132154278125,29.88019545171286,84.18271512476522,335.7549595857326,0
2005-07-14,"Kuttanad, Alappuzha, Kerala",143.44979973850263,27.800405125900355,81.57503220575016,308.5665522763818,1
2005-07-15,"Kuttanad, Alappuzha, Kerala",90.43057994342055,24.773278331463896,76.51726656217328,328.11170122470435,0
2005-07-16,"Kuttanad, Alappuzha, Kerala",66.88962618113221,24.832963035896462,78.03805387024589,300.77000586305536,0
2005-07-17,"Kuttanad, Alappuzha, Kerala",174.58369640867505,26.07400369994318,78.6376016879829,331.9039025332278,0
2005-07-18,"Kuttanad, Alappuzha, Kerala",228.3255660802625,28.005346431126164,84.47923280525745,469.7988886700697,1
2005-07-19,"Kuttanad, Alappuzha, Kerala",76.18717295234227,24.245211697598872,78.84578037617342,479.09643544127977,0
2005-07-20,"Kuttanad, Alappuzha, Kerala",75.47636324515454,25.062062905660483,80.57180678063918,379.9891022777593,0
2005-07-21,"Kuttanad, Alappuzha, Kerala",58.62753208898168,26.764672608196356,77.41271742201202,210.29106828647846,0
2005-07-22,"Kuttanad, Alappuzha, Kerala",83.33008086521643,27.02050362512914,82.28539722096151,217.43397619935263,0
2005-07-23,"Kuttanad, Alappuzha, Kerala",184.9829140121667,28.796462393454256,75.78624279682198,326.94052696636476,0
2005-07-24,"Kuttanad, Alappuzha, Kerala",171.85908179309064,29.241471744640663,76.63518063897743,440.1720766704737,0
2005-07-25,"Kuttanad, Alappuzha, Kerala",233.38320411168075,25.66126588888322,76.22155919709728,590.225199916938,0
2005-07-26,"Kuttanad, Alappuzha, Kerala",209.30226875654287,25.107126116138264,89.96519380767316,614.5445546613142,1
2005-07-27,"Kuttanad, Alappuzha, Kerala",83.96335790070916,26.90713791114613,82.40944205582764,526.6488307689327,0
2005-07-28,"Kuttanad, Alappuzha, Kerala",169.83350202136216,26.775208296798887,82.37827279139545,463.09912867861414,1
2005-07-29,"Kuttanad, Alappuzha, Kerala",196.96889700808887,25.514621666064123,75.73366405781196,450.76575693016014,0
2005-07-30,"Kuttanad, Alappuzha, Kerala",189.80341303575602,27.070064652693997,92.90413675374398,556.6058120652069,1
2005-07-31,"Kuttanad, Alappuzha, Kerala",151.7438319057163,26.684474200940727,77.14344022679552,538.5161419495611,0
2005-08-01,"Kuttanad, Alappuzha, Kerala",151.84962595555487,25.615459385696287,79.8494100726946,493.39687089702716,0
2005-08-02,"Kuttanad, Alappuzha, Kerala",119.22967425197075,25.93247499349907,75.40142395555452,422.82313211324185,0
2005-08-03,"Kuttanad, Alappuzha, Kerala",84.40408146927437,24.71857279091551,81.54994704355829,355.4833816767999,0
2005-08-04,"Kuttanad, Alappuzha, Kerala",227.01072895537794,28.074613914866937,86.87184907108097,430.64448467662305,1
2005-08-05,"Kuttanad, Alappuzha, Kerala",205.72596010754103,24.521521728524544,84.96884397858115,517.1407705321933,1
2005-08-06,"Kuttanad, Alappuzha, Kerala",152.79237378189504,28.47263684510598,86.73682236041758,585.529062844814,1
2005-08-07,"Kuttanad, Alappuzha, Kerala",130.64850470823268,25.702655434792348,77.55160605591128,489.16683859766874,0
2005-08-08,"Kuttanad, Alappuzha, Kerala",116.24728224371337,27.42466982801347,87.91834482663202,399.6881607338411,0
2005-08-09,"Kuttanad, Alappuzha, Kerala",114.78031243854771,27.634648916141323,94.7303049758596,361.67609939049373,0
2005-08-10,"Kuttanad, Alappuzha, Kerala",89.81762626455884,24.917154835105993,77.03564945240808,320.8452209468199,0
2005-08-11,"Kuttanad, Alappuzha, Kerala",91.6511229607467,25.119402144307834,78.21362746519111,296.24906166385324,0
2005-08-12,"Kuttanad, Alappuzha, Kerala",99.86998542570788,29.380592547758553,78.4674719058951,281.3387346510134,0
2005-08-13,"Kuttanad, Alappuzha, Kerala",56.849086588944864,26.462380961937967,85.49022779140509,248.37019497539941,0
2005-08-14,"Kuttanad, Alappuzha, Kerala",246.29950955080733,26.38713359427445,77.24077804336105,403.01858156546007,0
2005-08-15,"Kuttanad, Alappuzha, Kerala",243.58879098782745,28.90243242569568,92.3101425178796,546.7373871275796,1
